Date,MSFT_rolling_beta,LMT_rolling_beta
2022-02-18,1.0921064467755557,0.22833137767161887
2022-02-22,1.08584637788147,0.22861278445139874
2022-02-23,1.0941288794896582,0.2205407974792814
2022-02-24,1.124745472951364,0.2204431693689934
2022-02-25,1.1113913810928417,0.2443313599422349
2022-02-28,1.1229436832583377,0.2414308682496889
2022-03-01,1.1193720820914417,0.21104305311687363
2022-03-02,1.1095864794068748,0.2019218021798332
2022-03-03,1.1225171712150137,0.19936749594784073
2022-03-04,1.1271148741719916,0.18606857645919556
2022-03-07,1.127821023176528,0.1571407815905032
2022-03-08,1.1234694283341524,0.17796270666083272
2022-03-09,1.1433920497709276,0.1679834296773167
2022-03-10,1.14248181773001,0.17413833376153787
2022-03-11,1.1447230583526289,0.18079421941731436
2022-03-14,1.1490724518060291,0.17058629212043247
2022-03-15,1.1635873798781362,0.17492361436247147
2022-03-16,1.1586169480361115,0.10515412337575568
2022-03-17,1.1461943469345046,0.13032862835418116
2022-03-18,1.147499529677603,0.1269264700680955
2022-03-21,1.1441375583950537,0.12308160341989005
2022-03-22,1.1539403167227886,0.11719106789039967
2022-03-23,1.1552370600297819,0.11441708475260665
2022-03-24,1.1596772086756015,0.11535701600096199
2022-03-25,1.159725766532314,0.1119120213858589
2022-03-28,1.163480112960125,0.11080869854261868
2022-03-29,1.161811876245432,0.09965242024303504
2022-03-30,1.1584289101277252,0.09368883393596675
2022-03-31,1.1526923460142924,0.0987463971848419
2022-04-01,1.146392337140694,0.09080181624588757
2022-04-04,1.1486604789968753,0.08865166492486269
2022-04-05,1.1467385281647209,0.08400526396094037
2022-04-06,1.1567467858297837,0.072640564088726
2022-04-07,1.1564212438756927,0.07564507044651293
2022-04-08,1.1581129106722594,0.07718132623408192
2022-04-11,1.1706334843269575,0.07392011111902944
2022-04-12,1.170556172424958,0.07362437644069011
2022-04-13,1.171171558694204,0.07310641942647068
2022-04-14,1.1771983952433696,0.0745331287817853
2022-04-18,1.1769984127310515,0.07446629652420127
2022-04-19,1.1775615645241182,0.05818522693459444
2022-04-20,1.178572318783074,0.060442569771080895
2022-04-21,1.1768405119267016,0.07549987403931477
2022-04-22,1.1687907662699721,0.06403007939242984
2022-04-25,1.1734447019543077,0.0643068279691757
2022-04-26,1.1763786136483905,0.05554442756015358
2022-04-27,1.178101391209003,0.05533348328042299
2022-04-28,1.174040521383099,0.04441087298154521
2022-04-29,1.1772646340426753,0.06932209152517814
2022-05-02,1.1815915110329342,0.06740127530799123
2022-05-03,1.1775747867641022,0.07020865434346005
2022-05-04,1.1705283357602887,0.09215245992524061
2022-05-05,1.1692394515872055,0.09561603936327748
2022-05-06,1.169185087934966,0.09026693757027035
2022-05-09,1.1631418277206125,0.11569152702963079
2022-05-10,1.1647687904172026,0.11318785182558944
2022-05-11,1.1694168801999236,0.09890095839205718
2022-05-12,1.1669412229412255,0.0926478221356268
2022-05-13,1.1588603925911438,0.0881175322543807
2022-05-16,1.1569020007586777,0.08723467143349897
2022-05-17,1.1535022934694297,0.08857069096474374
2022-05-18,1.1531584435434425,0.1021946711744049
2022-05-19,1.1531842343059586,0.1022174528715532
2022-05-20,1.1531829922554964,0.10223045442932935
2022-05-23,1.1557022420031628,0.1116562728945815
2022-05-24,1.153083637972131,0.10357096904051882
2022-05-25,1.1528293092217465,0.10738206256290304
2022-05-26,1.1459447560080849,0.10544793759676793
2022-05-27,1.144082185993884,0.10709578726471226
2022-05-31,1.143740736580609,0.1103458716280265
2022-06-01,1.1419064661100342,0.11044967477882539
2022-06-02,1.1324605762863873,0.11183770051892196
2022-06-03,1.12956748801243,0.10599576836504761
2022-06-06,1.1283178274759038,0.1063584381055722
2022-06-07,1.1292652249395578,0.11415310703466898
2022-06-08,1.128892618738032,0.12124684063225737
2022-06-09,1.1240497274209227,0.13492652889776577
2022-06-10,1.132949351918296,0.1369478095318472
2022-06-13,1.1289802228782764,0.14639502241502617
2022-06-14,1.1282218096300876,0.14741215357297727
2022-06-15,1.132842196028516,0.1427693438261538
2022-06-16,1.122578513811124,0.1576187559348778
2022-06-17,1.1253084095860086,0.15491801489291446
2022-06-21,1.1248863849595236,0.17167089521860196
2022-06-22,1.124346248212375,0.17220749038774683
2022-06-23,1.1269569935591501,0.16846482812459568
2022-06-24,1.1261714849316489,0.17921966412776685
2022-06-27,1.1274428949209354,0.1783879064544198
2022-06-28,1.1309053811279768,0.17572684274229625
2022-06-29,1.1302661018533011,0.17613866149956534
2022-06-30,1.1309694199034461,0.17017572787871812
2022-07-01,1.130507094544275,0.17129704986645738
2022-07-05,1.1291641084813833,0.1657632705106344
2022-07-06,1.1298062880708453,0.16664146698681115
2022-07-07,1.1245935386677908,0.1612016656088
2022-07-08,1.1246354559674894,0.15964947905392193
2022-07-11,1.1274834119916293,0.1584327389997512
2022-07-12,1.1337412161986034,0.16131828683920846
2022-07-13,1.135823998889162,0.16206639673711812
2022-07-14,1.1354027923735381,0.16342802992568498
2022-07-15,1.1297819476200048,0.15985372277748103
2022-07-18,1.1312170404510369,0.1635155823117928
2022-07-19,1.1248200396673527,0.1618129907826599
2022-07-20,1.1291266211936843,0.1569856833351536
2022-07-21,1.1295835383470392,0.156436771757958
2022-07-22,1.1300988035331478,0.1564739768931911
2022-07-25,1.1296285853393622,0.15686930808031602
2022-07-26,1.1332415871059285,0.16025719928739243
2022-07-27,1.1544354169790014,0.16235625865794523
2022-07-28,1.1585508434371936,0.16710357606769444
2022-07-29,1.158444121588778,0.17236729443679144
2022-08-01,1.1589436289324173,0.1716135215366022
2022-08-02,1.1595861206055202,0.16912709772941445
2022-08-03,1.1626076452534284,0.16802039035269012
2022-08-04,1.162738607094669,0.16636422303179885
2022-08-05,1.1625069551280205,0.16712817805727437
2022-08-08,1.1624928108408537,0.16702629313960318
2022-08-09,1.1605508014609542,0.16551662266264952
2022-08-10,1.1589029942509774,0.16467579792831588
2022-08-11,1.159024440772643,0.16463516876477846
2022-08-12,1.1571956256503795,0.16846082650937963
2022-08-15,1.1571597860824798,0.1690789252507323
2022-08-16,1.1569547208357416,0.16924403981713002
2022-08-17,1.1561060373381038,0.16920600684756532
2022-08-18,1.1565921044990763,0.1661583740670207
2022-08-19,1.1562046078713002,0.16508307258393914
2022-08-22,1.155522158877293,0.17051136312084206
2022-08-23,1.1582398222631258,0.17103897816097804
2022-08-24,1.158644212478252,0.17073954282077966
2022-08-25,1.1571310840620008,0.17325292783168464
2022-08-26,1.1567652744140067,0.18269154428653087
2022-08-29,1.1595164715475275,0.18355859573485872
2022-08-30,1.157953390141253,0.18576473291602436
2022-08-31,1.1575091060538794,0.1864541474533246
2022-09-01,1.1575170557342849,0.18683422005354935
2022-09-02,1.159105257925752,0.1883122032460597
2022-09-06,1.159597791081064,0.18854765433780443
2022-09-07,1.1582683231434565,0.18772069485809323
2022-09-08,1.157205629871727,0.18743414275997955
2022-09-09,1.1580373329675238,0.18714276311084635
2022-09-12,1.1575650667989905,0.18372965979798184
2022-09-13,1.1620308410377866,0.196377876586161
2022-09-14,1.163622737141489,0.19722419416073197
2022-09-15,1.1653404848272837,0.19856715574463915
2022-09-16,1.1637872216271712,0.1981402751318432
2022-09-19,1.1612201979506587,0.1983933920783178
2022-09-20,1.1612602864993613,0.194412290915265
2022-09-21,1.1596876059351515,0.1942112762460775
2022-09-22,1.1549784699023176,0.19030022906141184
2022-09-23,1.1551069392431585,0.1958514203796114
2022-09-26,1.1534569627275926,0.197602896139193
2022-09-27,1.1533309631433792,0.19750679192062354
2022-09-28,1.1464900911717366,0.19559063173557256
2022-09-29,1.142686165582784,0.20451748220785781
2022-09-30,1.1443155329827155,0.2038575529998866
2022-10-03,1.1435269039042137,0.21689736356375025
2022-10-04,1.1397818218097835,0.22089825023626908
2022-10-05,1.1381224059413944,0.22080695041313
2022-10-06,1.1373671155524656,0.2213831894784802
2022-10-07,1.1478219782828611,0.21260695560906318
2022-10-10,1.1495516247241286,0.21074154519936752
2022-10-11,1.1512708764261599,0.2115647584173161
2022-10-12,1.1511179774184512,0.21274347166017243
2022-10-13,1.1548383455477524,0.21886910299947973
2022-10-14,1.152395546803994,0.2353464314137768
2022-10-17,1.1564507598496607,0.24085753549449365
2022-10-18,1.153800869953276,0.25964335350092677
2022-10-19,1.154301872419914,0.25500034576097197
2022-10-20,1.1538365629591827,0.25378108505595737
2022-10-21,1.1527132629315997,0.2601535050525351
2022-10-24,1.154383254244677,0.2606900433467805
2022-10-25,1.1532223563825408,0.2604535371800223
2022-10-26,1.1602291172152857,0.26234490451328396
2022-10-27,1.1674296734696021,0.26041060174518593
2022-10-28,1.1746915008527743,0.26907260051225657
2022-10-31,1.174536141326468,0.2686815756770341
2022-11-01,1.176343265397677,0.26956448983562076
2022-11-02,1.177451314320001,0.2714559855137596
2022-11-03,1.180633327440362,0.2687409734361036
2022-11-04,1.1845977357449609,0.26550983634123376
2022-11-07,1.1880993936725583,0.2663640387916389
2022-11-08,1.1879043087601617,0.2670219425188376
2022-11-09,1.1851557441502276,0.2716233979683473
2022-11-10,1.1985713351647798,0.26613187454757503
2022-11-11,1.1992413940398918,0.2557987211887892
2022-11-14,1.2002401501783344,0.2554987789516283
2022-11-15,1.1984298459758302,0.25669652743526
2022-11-16,1.1958604174078353,0.25724002810503327
2022-11-17,1.1958992357987985,0.25672344071101205
2022-11-18,1.1952550147713643,0.2572081019261236
2022-11-21,1.1947994439578538,0.2565406903404139
2022-11-22,1.1937698640081462,0.2554815013464093
2022-11-23,1.194142147623075,0.2554755888908094
2022-11-25,1.1942913261728185,0.25589271442382244
2022-11-28,1.196224364601553,0.2560176031117951
2022-11-29,1.1947747787680651,0.257646880885874
2022-11-30,1.208694865883684,0.253417697606543
2022-12-01,1.2130864810597641,0.2503503369532712
2022-12-02,1.218047835139796,0.25001590682014885
2022-12-05,1.2153557793791372,0.2545480470476336
2022-12-06,1.2166952430624192,0.25457347139763553
2022-12-07,1.216715947051839,0.2582974691284318
2022-12-08,1.217565286341889,0.25869735537284516
2022-12-09,1.218488883409719,0.26040620844463935
2022-12-12,1.2187865106704416,0.2604042403746775
2022-12-13,1.220437477338479,0.2590299787196457
2022-12-14,1.2172076094584738,0.258296395116289
2022-12-15,1.2176206196935118,0.26412302269484444
2022-12-16,1.2158035238309868,0.26353553084049286
2022-12-19,1.217018240086789,0.2632434238432431
2022-12-20,1.2177803441421837,0.26007070859914067
2022-12-21,1.2164405023185956,0.2584055796342957
2022-12-22,1.217015864503894,0.2614300165447444
2022-12-23,1.2171495658236635,0.2609344272284166
2022-12-27,1.2154943730003116,0.2597398492270544
2022-12-28,1.2146136514365642,0.26059655027006173
2022-12-29,1.216083048466806,0.2609720107218837
2022-12-30,1.216057375422371,0.26098113141969326
2023-01-03,1.2155970873672188,0.26229716082404203
2023-01-04,1.2097430005112209,0.2622569907536244
2023-01-05,1.211960342054724,0.2624563147557654
2023-01-06,1.2029421873572717,0.2547675612678916
2023-01-09,1.203168641550193,0.25429823047545147
2023-01-10,1.2033658900614137,0.2551781393990359
2023-01-11,1.2065209366971585,0.25462513872434717
2023-01-12,1.2089004479918033,0.2544815197132257
2023-01-13,1.2084238342355549,0.2524505671842154
2023-01-17,1.2027851067851354,0.2557511464649213
2023-01-18,1.2025030604053693,0.25779236537807443
2023-01-19,1.2034674563983077,0.26290577185911174
2023-01-20,1.209558974797427,0.2643637339609892
2023-01-23,1.2098578233229855,0.2618571145025744
2023-01-24,1.2121576166361712,0.2595667356759455
2023-01-25,1.2125726441129068,0.25931410353060297
2023-01-26,1.213622815563282,0.2695624528621286
2023-01-27,1.2148198851656795,0.26987368894394453
2023-01-30,1.2182602003047485,0.26833345084355487
2023-01-31,1.2193426316022684,0.26728502874254495
2023-02-01,1.2275631603054513,0.2725077270102706
2023-02-02,1.2370271174533018,0.269706638915455
2023-02-03,1.2379819843614495,0.26883518186640726
2023-02-06,1.234476928044817,0.2709258723691961
2023-02-07,1.2391834163813105,0.27029696116464036
2023-02-08,1.236629886309026,0.269657692258642
2023-02-09,1.2367822946398985,0.2683576012728556
2023-02-10,1.2361628832749008,0.271270556783962
2023-02-13,1.2373322527618034,0.2656707550122297
2023-02-14,1.2371288962801605,0.2753563427520717
2023-02-15,1.2361406038704836,0.27369862540701484
2023-02-16,1.239636605357181,0.2829501900728721
2023-02-17,1.240139851478564,0.2825750867761052
2023-02-21,1.2378460549310755,0.2820706779505037
2023-02-22,1.2379730645480713,0.2814540686602462
2023-02-23,1.2411014697651837,0.2814584116096667
2023-02-24,1.2420629076537637,0.28427693515878244
2023-02-27,1.2333706588750906,0.28059067912868013
2023-02-28,1.2402209758591316,0.2704104748931567
2023-03-01,1.2406478511558732,0.26970797375100264
2023-03-02,1.2436037521492322,0.284608807638962
2023-03-03,1.2441208903172738,0.28911707540907594
2023-03-06,1.24350856840022,0.28864559308099974
2023-03-07,1.240560378972105,0.2931197232325954
2023-03-08,1.2411482948083847,0.30703330152476843
2023-03-09,1.2342256532170615,0.30461601652551606
2023-03-10,1.227197166489504,0.30811836429343537
2023-03-13,1.2255631444660715,0.30725523717586684
2023-03-14,1.2268916254862763,0.3044783101748305
2023-03-15,1.2232921033125759,0.30835229129447556
2023-03-16,1.2244131180546578,0.3055773066095001
2023-03-17,1.2223229895569316,0.33938914326858055
2023-03-20,1.2205358605013517,0.33907478200075936
2023-03-21,1.2168361465782516,0.3395141410076537
2023-03-22,1.21237539388824,0.3423170873654914
2023-03-23,1.213055791419747,0.34299721068637695
2023-03-24,1.2133634323927707,0.3469952932833529
2023-03-27,1.2128699479038065,0.3455952843562836
2023-03-28,1.2132182535930538,0.34526892887908367
2023-03-29,1.2117941698787449,0.34831595052249614
2023-03-30,1.213004726437788,0.35376369537330393
2023-03-31,1.2125016680692924,0.35483283024898493
2023-04-03,1.2122563967513906,0.35497675318522637
2023-04-04,1.2114166543953482,0.35368949971396213
2023-04-05,1.2106950866307111,0.3548733680368653
2023-04-06,1.2134147236882806,0.3578836978779351
2023-04-10,1.2084004520977878,0.36257243313645565
2023-04-11,1.2079072904666854,0.3608360577017099
2023-04-12,1.2066207148171852,0.36022956433770426
2023-04-13,1.2022554518046302,0.3637862824450944
2023-04-14,1.2022599058331136,0.36444908507571133
2023-04-17,1.2019232197736638,0.365018439672229
2023-04-18,1.1992122714768354,0.3654925288081713
2023-04-19,1.199338943278072,0.3655346032334287
2023-04-20,1.2009255361574165,0.3735200675666045
2023-04-21,1.201147230668855,0.37265779432211604
2023-04-24,1.2013762634212342,0.36492251565676576
2023-04-25,1.2060527142613504,0.3780895115383139
2023-04-26,1.1987192798238475,0.38128798165738953
2023-04-27,1.2005601645394461,0.3910324619903963
2023-04-28,1.1991870881453557,0.39045141274492695
2023-05-01,1.2024195721786308,0.3980937134133178
2023-05-02,1.1992835950438183,0.3970859754159129
2023-05-03,1.1967635488755992,0.3992073452806775
2023-05-04,1.196206738538936,0.3986312819350238
2023-05-05,1.1981133679100353,0.3912639583301897
2023-05-08,1.1990207318390476,0.39757924525762617
2023-05-09,1.1991312055573817,0.40012449014405993
2023-05-10,1.2033471817287198,0.3934812168730587
2023-05-11,1.202964368902565,0.3937079642668927
2023-05-12,1.198979560701411,0.3977062139477211
2023-05-15,1.1991294945848832,0.39808461565019915
2023-05-16,1.2028513506749894,0.4044081102671101
2023-05-17,1.2019397884960088,0.40942852875547764
2023-05-18,1.2047882233546239,0.4083191532584337
2023-05-19,1.2071009715126124,0.40955976587895676
2023-05-22,1.2072547965330145,0.40808247865037156
2023-05-23,1.2086375683443444,0.4081477310532675
2023-05-24,1.2044080199455134,0.4027943258650732
2023-05-25,1.2109124966096934,0.40659772688096135
2023-05-26,1.2131774950703937,0.4070851072572589
2023-05-30,1.2197890151633253,0.4106929238635569
2023-05-31,1.2226516073214302,0.41336938750029506
2023-06-01,1.2229420753629445,0.4129919318038737
2023-06-02,1.2204014473945652,0.41444470115949866
2023-06-05,1.2282790598421476,0.4164373196393217
2023-06-06,1.227944177343074,0.4207113710675612
2023-06-07,1.2308254885575867,0.4200503850214724
2023-06-08,1.2303250731386044,0.41506186423405
2023-06-09,1.231294412692479,0.40960130993296984
2023-06-12,1.2365252505216349,0.3997805799322661
2023-06-13,1.2305917998871791,0.4008164505122531
2023-06-14,1.2378904752378583,0.4026626306320673
2023-06-15,1.2430777895145961,0.40195919920081735
2023-06-16,1.2410708483814765,0.4048908645437803
2023-06-20,1.2560564018948912,0.3975919848645015
2023-06-21,1.2566615475437235,0.39514949373134134
2023-06-22,1.2607756821676945,0.379247796299164
2023-06-23,1.2616003318722342,0.3800880359471553
2023-06-26,1.2612970592076675,0.3859648012988646
2023-06-27,1.2663642370751096,0.37840827193349297
2023-06-28,1.2657622890562468,0.3785466070598332
2023-06-29,1.2618191491316477,0.38610987711871303
2023-06-30,1.263242377927698,0.386323478528798
2023-07-03,1.262660055490792,0.39415050179302286
2023-07-05,1.263489248219622,0.3930275780003859
2023-07-06,1.2576802327826089,0.39750652909233497
2023-07-07,1.257882893847819,0.3970699057117165
2023-07-10,1.2624181188234826,0.40409033277516954
2023-07-11,1.2608769956193795,0.40564640818639947
2023-07-12,1.2635921037261706,0.4042883426631489
2023-07-13,1.2571868454472412,0.4033444494531044
2023-07-14,1.2564592857491037,0.4021263567214304
2023-07-17,1.2571400521208282,0.40100544066748706
2023-07-18,1.2696691417599213,0.40111248731516996
2023-07-19,1.2686783097547645,0.3955349824755776
2023-07-20,1.2828708277300411,0.39518269283299895
2023-07-21,1.2834156907292895,0.39340759297918165
2023-07-24,1.284123516749581,0.39462057852748095
2023-07-25,1.2840604814309349,0.39524469224442504
2023-07-26,1.2846499854334235,0.3950788124704261
2023-07-27,1.283443227271618,0.3955750445465493
2023-07-28,1.2631286478224617,0.3991726749960634
2023-07-31,1.2584645640196017,0.3944857384809705
2023-08-01,1.2590292561974858,0.3882425020096268
2023-08-02,1.2618432392269783,0.38937676555716577
2023-08-03,1.2610805505319844,0.39296025676046875
2023-08-04,1.257000580246618,0.39586778933582456
2023-08-07,1.256476776020613,0.3969728370084799
2023-08-08,1.2573605170978885,0.3967781513968889
2023-08-09,1.257813122736437,0.3945092325977488
2023-08-10,1.2606609996833547,0.39708215125673035
2023-08-11,1.2644720927685114,0.40071966987646873
2023-08-14,1.2646430011240313,0.39915552632307016
2023-08-15,1.264819575778347,0.3998869572232975
2023-08-16,1.2631734539418027,0.39771050225594745
2023-08-17,1.2635924604646804,0.3959032909602566
2023-08-18,1.2657374667074541,0.39768556936507765
2023-08-21,1.2677782851488169,0.398208620896212
2023-08-22,1.2691812463300312,0.4008518512821317
2023-08-23,1.267407495107863,0.39503882472889873
2023-08-24,1.2689186709464964,0.3947740135784898
2023-08-25,1.2698207409117892,0.39374248772599707
2023-08-28,1.2718706841535419,0.3915454228028751
2023-08-29,1.2733250462071546,0.3813172336621392
2023-08-30,1.2723646516401428,0.38190777103153445
2023-08-31,1.2741542805402466,0.3798081434401232
2023-09-01,1.2748606865516594,0.3791288815265004
2023-09-05,1.2712228703230652,0.3800329328458145
2023-09-06,1.2684446742728561,0.38814513019527463
2023-09-07,1.268210326508043,0.3873640502608665
2023-09-08,1.2716785637399608,0.38818042014454823
2023-09-11,1.2739387910984576,0.3875633195682183
2023-09-12,1.275571637278972,0.3893325655466251
2023-09-13,1.2774439043718135,0.39272295962159276
2023-09-14,1.2753339696856305,0.3874096300995515
2023-09-15,1.280052465262745,0.3853491649346611
2023-09-18,1.2752552413647391,0.3838725284741852
2023-09-19,1.278067859946606,0.3865268465405676
2023-09-20,1.2842663607518905,0.383701123675327
2023-09-21,1.277320554805282,0.397292460250604
2023-09-22,1.2812116950696524,0.401211083182278
2023-09-25,1.2891426509893662,0.4042832187607777
2023-09-26,1.294941840679259,0.3980103034768016
2023-09-27,1.2985733670477868,0.3949562480232036
2023-09-28,1.2972512181635412,0.3949056092777403
2023-09-29,1.3020046891035664,0.40052503252476634
2023-10-02,1.309903385869599,0.38848762417553173
2023-10-03,1.3129895986868703,0.38889390090786613
2023-10-04,1.3150939132482429,0.3659958791475383
2023-10-05,1.3261854534021347,0.36216770666132647
2023-10-06,1.3296560448946522,0.36313586557942795
2023-10-09,1.32980622205169,0.37811126210093543
2023-10-10,1.3137807119554339,0.39953040672763374
2023-10-11,1.3109399070091714,0.4052181560004234
2023-10-12,1.3068360007697222,0.4074904747362414
2023-10-13,1.3081558690693302,0.39949721439951713
2023-10-16,1.3034174466975392,0.3872727007157925
2023-10-17,1.3098021060783474,0.35815912262618543
2023-10-18,1.300098545521704,0.33895772671820723
2023-10-19,1.2999726691305407,0.3000960936600536
2023-10-20,1.2995456214672165,0.3111046979450089
2023-10-23,1.3010761616792736,0.3145111046565029
2023-10-24,1.3039680528377902,0.2970319905792949
2023-10-25,1.2710244757901896,0.28360822283621284
2023-10-26,1.2882852304086816,0.2832758703452896
2023-10-27,1.2679874031811464,0.2860146803095869
2023-10-30,1.267835955482476,0.2916734785918394
2023-10-31,1.257836102286301,0.27730589891514823
2023-11-01,1.2591438518865021,0.27628761376337957
2023-11-02,1.2429744261000377,0.2814767332147044
2023-11-03,1.2382527922265498,0.2764718642423578
2023-11-06,1.2316560184831,0.2803057998618116
2023-11-07,1.2246022355135253,0.28407035028507266
2023-11-08,1.2188204649392425,0.2804102566117953
2023-11-09,1.2185289813597,0.2792949877883957
2023-11-10,1.2277566269323186,0.26983636796226845
2023-11-13,1.1994025859905473,0.2785708441250252
2023-11-14,1.1808915003404206,0.29767438204303637
2023-11-15,1.1750882072032096,0.29737941894041064
2023-11-16,1.179198873979046,0.2934942842719073
2023-11-17,1.1831723303104347,0.29374914066510394
2023-11-20,1.187180504685252,0.2957880486882065
2023-11-21,1.189992140841254,0.29273197333346973
2023-11-22,1.1932597963833387,0.2961707196099984
2023-11-24,1.196293493796063,0.3003331178823469
2023-11-27,1.195314618315477,0.30154547527000325
2023-11-28,1.1953215630015073,0.301749365484052
2023-11-29,1.191077289865902,0.3052014743192833
2023-11-30,1.1897725496487597,0.3072593935083315
2023-12-01,1.1466342127961549,0.3089650214923088
2023-12-04,1.1489907069994139,0.30786406843662295
2023-12-05,1.1478187974877405,0.3104033255024436
2023-12-06,1.1523429807653756,0.30384656124849485
2023-12-07,1.1473365518769025,0.29432336200088544
2023-12-08,1.1476061684091332,0.29382286925644485
2023-12-11,1.1447138132878767,0.292437037449526
2023-12-12,1.1451581133901532,0.2919793559732784
2023-12-13,1.1233605895446706,0.287301880479106
2023-12-14,1.1141564999742588,0.28828735145450324
2023-12-15,1.1153989681367606,0.2925183482025546
2023-12-18,1.1095302823583693,0.28719454201845873
2023-12-19,1.1030588429295025,0.29269432093410847
2023-12-20,1.0914166383508987,0.3001498789780593
2023-12-21,1.0886898372470082,0.30478318860444825
2023-12-22,1.0938233512789475,0.305695851833736
2023-12-26,1.0841479801912977,0.2961944217986294
2023-12-27,1.0849947021770747,0.2944259176170177
2023-12-28,1.083942890016813,0.29613000936820527
2023-12-29,1.0838831049628594,0.2939942754668672
2024-01-02,1.0808717483885704,0.28766098284559577
2024-01-03,1.0750085762321828,0.2819476009210839
2024-01-04,1.076887973556741,0.2773785868849424
2024-01-05,1.0980996521449289,0.2789164588970142
2024-01-08,1.0869919727672264,0.28239462549416444
2024-01-09,1.1023982447098488,0.2995930629158252
2024-01-10,1.1053592747083512,0.2981033274387056
2024-01-11,1.1057974218008562,0.2966659061503072
2024-01-12,1.0955893130008494,0.2971084611688395
2024-01-16,1.091998374158988,0.3009567488207727
2024-01-17,1.0917204125581221,0.30745271287689635
2024-01-18,1.0925491762354842,0.30854970305090573
2024-01-19,1.0880561692688397,0.2961066242102511
2024-01-22,1.0817054789101146,0.2952244855197755
2024-01-23,1.067715889051376,0.28817057600593377
2024-01-24,1.0710650904093246,0.2946290333714836
2024-01-25,1.0706562421150074,0.2964426155986126
2024-01-26,1.0705530058686166,0.2969844172930557
2024-01-29,1.0619287925344365,0.288422011738874
2024-01-30,1.062941121188615,0.28762837589864776
2024-01-31,1.0659355035972422,0.29288640585704534
2024-02-01,1.064317198196262,0.28998104870840935
2024-02-02,1.0639776404542562,0.2873339826499907
2024-02-05,1.0416628133534127,0.3027255867565116
2024-02-06,1.031968401985381,0.30936857638071663
2024-02-07,1.0369158045699034,0.32293493408112783
2024-02-08,1.0170786860924144,0.32600343324430164
2024-02-09,1.0254242578394996,0.3302425759090386
2024-02-12,1.023689507646241,0.33288427399192966
2024-02-13,1.0301003139672333,0.3300168181876143
2024-02-14,1.0163690377141337,0.31609113454690846
2024-02-15,1.0109657519338486,0.3197665448488772
2024-02-16,1.0152569764479529,0.3190441473919558
2024-02-20,1.0019900535833142,0.30523219413901315
2024-02-21,0.9992466718378028,0.3069880967286535
2024-02-22,1.0009663609104529,0.32350556796761104
2024-02-23,1.00074082005882,0.323395465928182
2024-02-26,1.0002152125019896,0.32448688449427315
2024-02-27,0.9912302285641594,0.3295284567977597
2024-02-28,0.9909101259949241,0.3285818180374565
2024-02-29,0.992715632090307,0.3268920896616212
2024-03-01,0.98799626423574,0.32502069482093354
2024-03-04,0.984026426191662,0.3203967830686259
2024-03-05,0.9985944398056339,0.3227400039461688
2024-03-06,0.9972378654810853,0.32406761486580704
2024-03-07,1.00336786909042,0.31979496348459047
2024-03-08,1.0041068765157666,0.3155241818217427
2024-03-11,1.0228385469435641,0.3135587738338713
2024-03-12,1.0332222505026532,0.31779490049054626
2024-03-13,1.0399734941443048,0.31929369362474613
2024-03-14,1.0221741577461532,0.31959170054140085
2024-03-15,1.0433459940995462,0.3135879898050079
2024-03-18,1.0187780957891273,0.31722509173487734
2024-03-19,1.0399550752276336,0.30976438078429686
2024-03-20,1.0558715277288884,0.3032923157249401
2024-03-21,1.067040620374856,0.3101459113967824
2024-03-22,1.0824667839904674,0.3002208544100567
2024-03-25,1.0841496951603784,0.2998722116277871
2024-03-26,1.0831480357551617,0.29650691687487074
2024-03-27,1.0797187240329942,0.3085771873937563
2024-03-28,1.0791285374187514,0.30793526953127376
2024-04-01,1.0733030351047326,0.3071492024475554
2024-04-02,1.070823826424057,0.3056198184057238
2024-04-03,1.0727195855996159,0.310296051897199
2024-04-04,1.0681939340030169,0.2903510706704264
2024-04-05,1.0760452911490888,0.29400205439331073
2024-04-08,1.0740824162496243,0.2957893833965028
2024-04-09,1.0704249207833456,0.2954977854557983
2024-04-10,1.0691539110030144,0.28507127133157123
2024-04-11,1.0698667764953034,0.2846713612632825
2024-04-12,1.0710942306813271,0.28508699181513186
2024-04-15,1.071238508743888,0.27182066015033446
2024-04-16,1.0682356604192742,0.26959474537100764
2024-04-17,1.067669653990132,0.26634336693368305
2024-04-18,1.0712635838720694,0.2664657618942353
2024-04-19,1.0740384300433103,0.2541983417866339
2024-04-22,1.0700414042800273,0.2468894406691319
2024-04-23,1.071739306896005,0.242567928326675
2024-04-24,1.0709037606053187,0.24251740332361496
2024-04-25,1.0727385898708783,0.2293403134687737
2024-04-26,1.1017484268097908,0.21384435944871516
2024-04-29,1.085772720363895,0.21199880412235805
2024-04-30,1.1029637395543106,0.21581278416595912
2024-05-01,1.0988270349345919,0.21783597029856244
2024-05-02,1.107984876754826,0.20067739424621303
2024-05-03,1.1155882087554858,0.19177373050849122
2024-05-06,1.1253403629360947,0.19094429637581406
2024-05-07,1.131433155690659,0.18544908203446087
2024-05-08,1.130962210785091,0.18550590199334238
2024-05-09,1.130098440153641,0.18767425206824842
2024-05-10,1.1272372796011387,0.18732071096608444
2024-05-13,1.1264420150032715,0.18601729448000773
2024-05-14,1.1261925224583862,0.1833755911989547
2024-05-15,1.1301958985460774,0.1765609974862389
2024-05-16,1.1391543792229595,0.17161506243086483
2024-05-17,1.143989297545138,0.15561997127246072
2024-05-20,1.1426572313791887,0.15886043074522396
